id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte,cidade_id_ibge
id5676,Jornal,PÁGINA UM,CASTRO,n/d,PR,Paraná,Sul,Brasil,Central de Diários,4104907
id893,Jornal,CATAGUASES,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3115300
id894,Jornal,JORNAL ATUAL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3115300
id895,Jornal,PRIMEIRO JORNAL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3115300
id896,Jornal,CORREIO DA CIDADE,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3115300
id897,Jornal,MERCADO EM NOTICIAS,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3115300
id898,Jornal,PANORAMA REGIONAL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3115300
id899,Jornal,PAINEL,CATAGUASES,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3115300
id583,Jornal,JORNAL AUTONEWS,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id584,Jornal,O ATHENEU,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id585,Jornal,DIARIO DE CATALAO,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id586,Jornal,FOLHA DO DIA,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id587,Jornal,DITO E FEITO,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id588,Jornal,FOLHA DA REGIAO,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id589,Jornal,ULTIMOS ACONTECIMENTOS,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id590,Jornal,SERRA DOURADA NEWS,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id591,Jornal,O CATALAO,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id592,Jornal,AGENDA FERROVIARIA,CATALÃO,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205109
id3275,Online,JORNAL ACONTECE,CATANDUVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3511102
id3276,Online,BOM DIA CATANDUVA,CATANDUVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3511102
id4097,Jornal,ACONTECE,CATANDUVA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3511102
id5566,Jornal,O REGIONAL,CATANDUVA,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,3511102
id900,Jornal,NOSSO JORNAL,CAXAMBU,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3115508
id901,Jornal,JORNAL DAS ESTANCIAS,CAXAMBU,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3115508
id2350,Online,O CAXIENSE,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2351,Online,PIONEIRO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2511,Jornal,FOLHA DE CAXIAS,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2512,Jornal,GAZETA DE CAXIAS,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2513,Jornal,PIONEIRO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2515,Jornal,COMERCIO DO POVO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2516,Jornal,BEM ESTAR,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2517,Jornal,PONTO INICIAL,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2518,Jornal,A SEMANA,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2519,Jornal,TEMPO TODO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id2520,Jornal,JORNAL DOS BAIRROS,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4305108
id5014,Jornal,JORNAL PIONEIRO,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Atlas da Notícia,4305108
id5198,Jornal,CORREIO RIOGRANDENSE,CAXIAS DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,4305108
id513,Online,JORNAL GOIAS NOTÍCIAS,CERES,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205406
id593,Jornal,FAROL 21,CERES,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205406
id594,Jornal,POPULACIONAL,CERES,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205406
id4099,Jornal,A CIDADE,CERQUEIRA CÉSAR,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3511409
id4100,Jornal,O DESTAK,CERQUEIRA CÉSAR,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3511409
id4101,Jornal,NOSSA CIDADE,CERQUILHO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3511508
id4102,Jornal,CIDADES DAS ROSAS,CERQUILHO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3511508
id4103,Jornal,FOLHA DE CERQUILHO,CERQUILHO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3511508
id1666,Jornal,CORREIO CERROAZULENSE,CERRO AZUL,RM Curitiba,PR,Paraná,Sul,Brasil,Secom/PR,4105201
id5199,Jornal,REGIONAL DE NOTICIAS,CERRO GRANDE DO SUL,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,4305173
id5200,Jornal,FOLHA DA PRODUÇÃO,CERRO LARGO,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,4305207
id4104,Jornal,ALIANÇA,CESÁRIO LANGE,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3511607
id5201,Jornal,JORNAL DE CHAPADA,CHAPADA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,4305306
id1336,Jornal,ECO DA SERRA,CHAPADA DOS GUIMARÃES,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5103007
id1337,Jornal,PAGINA 12,CHAPADA DOS GUIMARÃES,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5103007
id1232,Jornal,NOVO TEMPO,CHAPADÃO DO SUL,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5002951
id1233,Jornal,O CORREIO,CHAPADÃO DO SUL,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5002951
id2775,Online,REDECOMSC,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2776,Online,JORNAL SUL BRASIL,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2945,Jornal,DIARIO DO IGUAÇU,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2946,Jornal,GAZETA ESPORTIVA,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2947,Jornal,GAZETA DE CHAPECO,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2950,Jornal,FOLHA EXTREMO OESTE,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2951,Jornal,DIVISA OESTE,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2952,Jornal,O ARAUTO,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2953,Jornal,FOLHA NATIVA,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2954,Jornal,FOLHA DE CHAPECO,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2957,Jornal,ALTO URUGUAI,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id2958,Jornal,DIARIO DA MANHA,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204202
id5398,Jornal,FOLHA DO BAIRRO,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4204202
id5697,Jornal,FOLHA DE CHAPECÓ,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4204202
id5698,Jornal,DIÁRIO DO IGUAÇU,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4204202
id5699,Jornal,DIÁRIO DA MANHÃ,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4204202
id5700,Jornal,SUL BRASIL,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4204202
id5701,Jornal,VOZ DO OESTE,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4204202
id5702,Jornal,GAZETA DA MANHÃ,CHAPECÓ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4204202
id1667,Jornal,TRIBUNA DO POVO DE CHOPINZINHO,CHOPINZINHO,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4105409
id200,Jornal,A VOZ DO CEARA,CHOROZINHO,RM Fortaleza,CE,Ceará,Nordeste,Brasil,Secom/PR,2303956
id1532,Online,TRIBUNA DE CIANORTE,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4105508
id1668,Jornal,TRIBUNA DE CIANORTE,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4105508
id1669,Jornal,FOLHA REGIONAL  DE CIANORTE,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4105508
id5517,Jornal,CIANORTE AGORA,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,4105508
id5523,Jornal,FOLHA REGIONAL DE CIANORTE,CIANORTE,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,4105508
id5202,Jornal,JORNAL GAZETA DE CIDREIRA,CIDREIRA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,4305454
id2960,Jornal,COCAL NOTICIAS,COCAL DO SUL,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204251
id5399,Jornal,JORNAL ATUAL,COCAL DO SUL,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4204251
id595,Jornal,TRES DE JULHO,COCALZINHO DE GOIÁS,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5205513
id447,Jornal,DIARIO DO NOROESTE,COLATINA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,3201506
id448,Jornal,O COLATINISTA,COLATINA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,3201506
id449,Jornal,RESUMO,COLATINA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,3201506
id5634,Jornal,DIÁRIO DO NOROESTE,COLATINA,n/d,ES,Espírito Santo,Sudeste,Brasil,Central de Diários,3201506
id1338,Jornal,FOLHA DO NORTE,COLÍDER,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5103205
id1339,Jornal,CORREIO DE COLIDER REGIONAL,COLÍDER,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5103205
id1340,Jornal,FOLHA DE COLIDER,COLÍDER,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5103205
id5006,Jornal,JORNAL O COLINENSE,COLINA,n/d,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia,3512001
id5567,Jornal,O COLINENSE,COLINA,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,3512001
id5040,Online,NOTÍCIAS COLÔMBIA,COLÔMBIA,n/d,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia,3512100
id1672,Jornal,FOLHA DE COLOMBO,COLOMBO,RM Curitiba,PR,Paraná,Sul,Brasil,Secom/PR,4105805
id5678,Jornal,JORNAL DE COLOMBO,COLOMBO,RM Curitiba,PR,Paraná,Sul,Brasil,Central de Diários,4105805
id5203,Jornal,GAZETA POPULAR,COLORADO,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,"Nome_Município
COLORADO    4105904
COLORADO    4305603
Name: Código Município Completo, dtype: int64"
id2321,Jornal,RONDÔNIA ATUALIDADES,COLORADO DO OESTE,n/d,RO,Rondônia,Norte,Brasil,Secom/PR,1100064
id2322,Jornal,FOLHA DE COLORADO,COLORADO DO OESTE,n/d,RO,Rondônia,Norte,Brasil,Secom/PR,1100064
id1341,Jornal,O DIÁRIO,COMODORO,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5103304
id1430,Online,PORTAL CONCEIÇÃO VERDADE,CONCEIÇÃO,n/d,PB,Paraíba,Nordeste,Brasil,Secom/PR,2504405
id450,Jornal,VALE DE ITAUNAS,CONCEIÇÃO DA BARRA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,3201605
id2040,Jornal,SERRAMAR,CONCEIÇÃO DE MACABU,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,3301405
id71,Online,CALILA NOTICIAS,CONCEIÇÃO DO COITÉ,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR,2908408
id902,Jornal,JORNAL PORDENTRO DE CONCEIÇAO,CONCEIÇÃO DO MATO DENTRO,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3117504
id4106,Jornal,JORNAL DE CONCHAL,CONCHAL,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3512209
id4107,Jornal,O INFORMATIVO,CONCHAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3512308
id4108,Jornal,COMARCA,CONCHAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3512308
id4109,Jornal,FOLHA REGIONAL,CONCHAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3512308
id2777,Online,CLUBE DOS BLOGUEIROS,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204301
id2961,Jornal,DIARIO DO OESTE,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204301
id2964,Jornal,O JORNAL,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204301
id5400,Jornal,O IMPARCIAL,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4204301
id5401,Jornal,DIÁRIO DO OESTE,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4204301
id5703,Jornal,DIÁRIO DO OESTE CATARINENSE,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4204301
id5704,Jornal,VOZ REGIONAL,CONCÓRDIA,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4204301
id124,Jornal,FOLHA DE CANDEUBA,CONDEÚBA,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR,2908705
id903,Jornal,BARUC,CONGONHAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118007
id759,Online,FATO REAL,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118304
id904,Jornal,FOLHA LIVRE,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118304
id905,Jornal,CORREIO DA CIDADE,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118304
id906,Jornal,CORREIO DE MINAS,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118304
id907,Jornal,NOVA GAZETA,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118304
id908,Jornal,EXPRESSAO REGIONAL,CONSELHEIRO LAFAIETE,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118304
id5204,Jornal,JORNAL INTEGRAÇÃO REGIONAL,CONSTANTINA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,4305801
id5147,Online,VALINOR CONTEÚDO,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Atlas da Notícia,3118601
id5852,Jornal,O TEMPO,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,ANJ,3118601
id760,Online,O TEMPO BETIM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id761,Online,JORNAL PAMPULHA,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id762,Online,FOLHA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id909,Jornal,FOLHA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id910,Jornal,JORNAL REGIONAL CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id911,Jornal,O TEMPO CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id912,Jornal,TRIBUNA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id913,Jornal,PERFIL,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id914,Jornal,MAIS ESMERALDAS,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id915,Jornal,GAZETA DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id916,Jornal,JORNAL DE CONTAGEM,CONTAGEM,RM Belo Horizonte,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3118601
id2041,Jornal,GAZETA DE CORDEIRO,CORDEIRO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,3301504
id2042,Jornal,TRIBUNA DA SERRA,CORDEIRO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,3301504
id2043,Jornal,FOLHA DOS MUNICIPIOS,CORDEIRO,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,3301504
id4110,Jornal,A TRIBUNA,CORDEIRÓPOLIS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3512407
id1673,Jornal,TRIBUNA HOJE,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4106407
id1674,Jornal,A CIDADE REGIONAL,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4106407
id1675,Jornal,JORNAL POPULAR DE CORNÉLIO PROCÓPIO,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4106407
id1676,Jornal,PAPA LUCRO,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4106407
id1677,Jornal,GAZETA REGIONAL,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4106407
id1678,Jornal,A VOZ DO POVO FOLHA DA REGIAO,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4106407
id5516,Jornal,A VOZ DO POVO FOLHA DA REGIÃO,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,4106407
id5542,Jornal,JORNAL POPULAR,CORNÉLIO PROCÓPIO,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,4106407
id917,Jornal,JORNAL DE COROMANDEL,COROMANDEL,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3119302
id5402,Jornal,TRIBUNA DA GENTE,CORONEL FREITAS,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4204400
id5403,Jornal,JORNAL NOSSA TERRA,CORREIA PINTO,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4204558
id1187,Online,CAPITAL DO PANTANAL,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003207
id1188,Online,CORREIO DE CORUMBA,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003207
id1189,Online,DIARIO CORUMBAENSE,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003207
id1234,Jornal,FOLHA DE CORUMBA,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003207
id1235,Jornal,CORREIO DE CORUMBA,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003207
id1236,Jornal,DIARIO DA MANHA,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003207
id1237,Jornal,DIARIO CORUMBAENSE,CORUMBÁ,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003207
id5404,Jornal,O CORUPAENSE,CORUPÁ,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4204509
id4111,Jornal,GAZETA DE COSMOPOLIS,COSMÓPOLIS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3512803
id1238,Jornal,GAZETA DE COSTA RICA,COSTA RICA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003256
id1239,Jornal,TENDENCIA DO BOLSAO,COSTA RICA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003256
id3277,Online,JORNAL BRASIL 247,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3513009
id3278,Online,CARGA E TRANSPORTE,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3513009
id4112,Jornal,MAIS CONTEUDO,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3513009
id4113,Jornal,NOTICIAS REGIONAIS,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3513009
id4114,Jornal,DAQUI,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3513009
id4115,Jornal,COTIDIANO,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3513009
id4116,Jornal,NOTICIAS DE COTIA E REGIAO,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3513009
id4117,Jornal,GAZETA DE COTIA,COTIA,RM São Paulo,SP,São Paulo,Sudeste,Brasil,Secom/PR,3513009
id1190,Online,EDIÇÃO MS,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003306
id1191,Online,COXIM AGORA,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003306
id1240,Jornal,FOLHA DO PANTANAL,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003306
id1241,Jornal,DIARIO DO ESTADO,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5003306
id5657,Jornal,DIÁRIO DO ESTADO,COXIM,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Central de Diários,5003306
id201,Jornal,GAZETA DO CENTRO OESTE,CRATEÚS,n/d,CE,Ceará,Nordeste,Brasil,Secom/PR,2304103
id4872,Online,A VOZ DA JUVENTUDE,CRATO,n/d,CE,Ceará,Nordeste,Brasil,Atlas da Notícia,2304202
id4118,Jornal,A TRIBUNA REGIONAL,CRAVINHOS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3513108
id2778,Online,A TRIBUNA (CLICA TRIBUNA),CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2779,Online,ENGEPLUS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2780,Online,DNSUL,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2781,Online,JORNAL DA MANHA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2782,Online,PORTAL RIO MAINA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2783,Online,HORA DO SUL,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2965,Jornal,DIARIO DE NOTICIAS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2966,Jornal,FOLHA DE CRICIUMA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2967,Jornal,JORNAL DA MANHA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2968,Jornal,JORNAL A VERDADE,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2970,Jornal,A PALAVRA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2971,Jornal,A TRIBUNA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2972,Jornal,HORA DO SUL ( EX- DIARIO DE CRICIUMA),CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2973,Jornal,A REALIDADE,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2974,Jornal,FOLHA DOS MUNICIPIOS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id2975,Jornal,SANTA LUZIA,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4204608
id5079,Online,PORTAL ENGEPLUS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Atlas da Notícia,4204608
id5405,Jornal,FOLHA REGIONAL,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4204608
id5406,Jornal,FOLHA DOS MUNICÍPIOS,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4204608
id5705,Jornal,A HORA DO SUL,CRICIÚMA,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4204608
id596,Jornal,FOLHA DA SERRA,CRISTALINA,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5206206
id597,Jornal,IMPRENSA DO CERRADO,CRIXÁS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5206404
id2521,Jornal,O EXPRESSO,CRUZ ALTA,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4306106
